id;name;geoname;value;datetime
544;Demanda prevista;Península;30571;2026-07-03T23:55:00+02:00
544;Demanda prevista;Península;30337;2026-07-04T00:00:00+02:00
544;Demanda prevista;Península;30104;2026-07-04T00:05:00+02:00
544;Demanda prevista;Península;29915;2026-07-04T00:10:00+02:00
544;Demanda prevista;Península;29771;2026-07-04T00:15:00+02:00
544;Demanda prevista;Península;29643;2026-07-04T00:20:00+02:00
544;Demanda prevista;Península;29504;2026-07-04T00:25:00+02:00
544;Demanda prevista;Península;29354;2026-07-04T00:30:00+02:00
544;Demanda prevista;Península;29204;2026-07-04T00:35:00+02:00
544;Demanda prevista;Península;29064;2026-07-04T00:40:00+02:00
544;Demanda prevista;Península;28933;2026-07-04T00:45:00+02:00
544;Demanda prevista;Península;28797;2026-07-04T00:50:00+02:00
544;Demanda prevista;Península;28643;2026-07-04T00:55:00+02:00
544;Demanda prevista;Península;28470;2026-07-04T01:00:00+02:00
544;Demanda prevista;Península;28299;2026-07-04T01:05:00+02:00
544;Demanda prevista;Península;28152;2026-07-04T01:10:00+02:00
544;Demanda prevista;Península;28028;2026-07-04T01:15:00+02:00
544;Demanda prevista;Península;27913;2026-07-04T01:20:00+02:00
544;Demanda prevista;Península;27791;2026-07-04T01:25:00+02:00
544;Demanda prevista;Península;27663;2026-07-04T01:30:00+02:00
544;Demanda prevista;Península;27529;2026-07-04T01:35:00+02:00
544;Demanda prevista;Península;27392;2026-07-04T01:40:00+02:00
544;Demanda prevista;Península;27250;2026-07-04T01:45:00+02:00
544;Demanda prevista;Península;27117;2026-07-04T01:50:00+02:00
544;Demanda prevista;Península;27007;2026-07-04T01:55:00+02:00
544;Demanda prevista;Península;26920;2026-07-04T02:00:00+02:00
544;Demanda prevista;Península;26836;2026-07-04T02:05:00+02:00
544;Demanda prevista;Península;26735;2026-07-04T02:10:00+02:00
544;Demanda prevista;Península;26618;2026-07-04T02:15:00+02:00
544;Demanda prevista;Península;26497;2026-07-04T02:20:00+02:00
544;Demanda prevista;Península;26384;2026-07-04T02:25:00+02:00
544;Demanda prevista;Península;26280;2026-07-04T02:30:00+02:00
544;Demanda prevista;Península;26184;2026-07-04T02:35:00+02:00
544;Demanda prevista;Península;26097;2026-07-04T02:40:00+02:00
544;Demanda prevista;Península;26017;2026-07-04T02:45:00+02:00
544;Demanda prevista;Península;25934;2026-07-04T02:50:00+02:00
544;Demanda prevista;Península;25834;2026-07-04T02:55:00+02:00
544;Demanda prevista;Península;25717;2026-07-04T03:00:00+02:00
544;Demanda prevista;Península;25604;2026-07-04T03:05:00+02:00
544;Demanda prevista;Península;25512;2026-07-04T03:10:00+02:00
544;Demanda prevista;Península;25443;2026-07-04T03:15:00+02:00
544;Demanda prevista;Península;25385;2026-07-04T03:20:00+02:00
544;Demanda prevista;Península;25326;2026-07-04T03:25:00+02:00
544;Demanda prevista;Península;25268;2026-07-04T03:30:00+02:00
544;Demanda prevista;Península;25206;2026-07-04T03:35:00+02:00
544;Demanda prevista;Península;25137;2026-07-04T03:40:00+02:00
544;Demanda prevista;Península;25061;2026-07-04T03:45:00+02:00
544;Demanda prevista;Península;25001;2026-07-04T03:50:00+02:00
544;Demanda prevista;Península;24980;2026-07-04T03:55:00+02:00
544;Demanda prevista;Península;24999;2026-07-04T04:00:00+02:00
544;Demanda prevista;Península;25019;2026-07-04T04:05:00+02:00
544;Demanda prevista;Península;25002;2026-07-04T04:10:00+02:00
544;Demanda prevista;Península;24949;2026-07-04T04:15:00+02:00
544;Demanda prevista;Península;24880;2026-07-04T04:20:00+02:00
544;Demanda prevista;Península;24818;2026-07-04T04:25:00+02:00
544;Demanda prevista;Península;24763;2026-07-04T04:30:00+02:00
544;Demanda prevista;Península;24718;2026-07-04T04:35:00+02:00
544;Demanda prevista;Península;24686;2026-07-04T04:40:00+02:00
544;Demanda prevista;Península;24668;2026-07-04T04:45:00+02:00
544;Demanda prevista;Península;24634;2026-07-04T04:50:00+02:00
544;Demanda prevista;Península;24555;2026-07-04T04:55:00+02:00
544;Demanda prevista;Península;24431;2026-07-04T05:00:00+02:00
544;Demanda prevista;Península;24311;2026-07-04T05:05:00+02:00
544;Demanda prevista;Península;24245;2026-07-04T05:10:00+02:00
544;Demanda prevista;Península;24232;2026-07-04T05:15:00+02:00
544;Demanda prevista;Península;24244;2026-07-04T05:20:00+02:00
544;Demanda prevista;Península;24254;2026-07-04T05:25:00+02:00
544;Demanda prevista;Península;24261;2026-07-04T05:30:00+02:00
544;Demanda prevista;Península;24267;2026-07-04T05:35:00+02:00
544;Demanda prevista;Península;24275;2026-07-04T05:40:00+02:00
544;Demanda prevista;Península;24285;2026-07-04T05:45:00+02:00
544;Demanda prevista;Península;24309;2026-07-04T05:50:00+02:00
544;Demanda prevista;Península;24360;2026-07-04T05:55:00+02:00
544;Demanda prevista;Península;24438;2026-07-04T06:00:00+02:00
544;Demanda prevista;Península;24518;2026-07-04T06:05:00+02:00
544;Demanda prevista;Península;24573;2026-07-04T06:10:00+02:00
544;Demanda prevista;Península;24605;2026-07-04T06:15:00+02:00
544;Demanda prevista;Península;24620;2026-07-04T06:20:00+02:00
544;Demanda prevista;Península;24627;2026-07-04T06:25:00+02:00
544;Demanda prevista;Península;24626;2026-07-04T06:30:00+02:00
544;Demanda prevista;Península;24636;2026-07-04T06:35:00+02:00
544;Demanda prevista;Península;24673;2026-07-04T06:40:00+02:00
544;Demanda prevista;Península;24739;2026-07-04T06:45:00+02:00
544;Demanda prevista;Península;24769;2026-07-04T06:50:00+02:00
544;Demanda prevista;Península;24701;2026-07-04T06:55:00+02:00
544;Demanda prevista;Península;24535;2026-07-04T07:00:00+02:00
544;Demanda prevista;Península;24388;2026-07-04T07:05:00+02:00
544;Demanda prevista;Península;24374;2026-07-04T07:10:00+02:00
544;Demanda prevista;Península;24495;2026-07-04T07:15:00+02:00
544;Demanda prevista;Península;24677;2026-07-04T07:20:00+02:00
544;Demanda prevista;Península;24846;2026-07-04T07:25:00+02:00
544;Demanda prevista;Península;25003;2026-07-04T07:30:00+02:00
544;Demanda prevista;Península;25170;2026-07-04T07:35:00+02:00
544;Demanda prevista;Península;25368;2026-07-04T07:40:00+02:00
544;Demanda prevista;Península;25596;2026-07-04T07:45:00+02:00
544;Demanda prevista;Península;25828;2026-07-04T07:50:00+02:00
544;Demanda prevista;Península;26034;2026-07-04T07:55:00+02:00
544;Demanda prevista;Península;26215;2026-07-04T08:00:00+02:00
544;Demanda prevista;Península;26397;2026-07-04T08:05:00+02:00
544;Demanda prevista;Península;26605;2026-07-04T08:10:00+02:00
544;Demanda prevista;Península;26840;2026-07-04T08:15:00+02:00
544;Demanda prevista;Península;27087;2026-07-04T08:20:00+02:00
544;Demanda prevista;Península;27330;2026-07-04T08:25:00+02:00
544;Demanda prevista;Península;27569;2026-07-04T08:30:00+02:00
544;Demanda prevista;Península;27804;2026-07-04T08:35:00+02:00
544;Demanda prevista;Península;28035;2026-07-04T08:40:00+02:00
544;Demanda prevista;Península;28262;2026-07-04T08:45:00+02:00
544;Demanda prevista;Península;28494;2026-07-04T08:50:00+02:00
544;Demanda prevista;Península;28739;2026-07-04T08:55:00+02:00
544;Demanda prevista;Península;28997;2026-07-04T09:00:00+02:00
544;Demanda prevista;Península;29245;2026-07-04T09:05:00+02:00
544;Demanda prevista;Península;29459;2026-07-04T09:10:00+02:00
544;Demanda prevista;Península;29639;2026-07-04T09:15:00+02:00
544;Demanda prevista;Península;29810;2026-07-04T09:20:00+02:00
544;Demanda prevista;Península;29998;2026-07-04T09:25:00+02:00
544;Demanda prevista;Península;30203;2026-07-04T09:30:00+02:00
544;Demanda prevista;Península;30390;2026-07-04T09:35:00+02:00
544;Demanda prevista;Península;30522;2026-07-04T09:40:00+02:00
544;Demanda prevista;Península;30600;2026-07-04T09:45:00+02:00
